# SlipX generated track: a circuit. One 26 m straight, a sweeper,
# a bus-stop chicane, a hairpin and a return elbow; 100.891 m a lap.
# NOT a real venue. Generated by examples/tracks/make_tracks.py.
# Apache-2.0, like the rest of this repository.
#
# Four columns, the form used by the TUM racetrack database and the
# F1TENTH set derived from it. Arc length is derived by the loader,
# not read, so there is no column for it. The width varies along
# the lap: wide into the braking zones, pinched at the chicane.
# x_m,y_m,w_tr_right_m,w_tr_left_m
18.948254,0.000000,1.000000,1.000000
18.998250,0.000000,1.000000,1.000000
19.048245,0.000000,1.000000,1.000000
19.098241,0.000000,1.000000,1.000000
19.148236,0.000000,1.000000,1.000000
19.198231,0.000000,1.000000,1.000000
19.248227,0.000000,1.000000,1.000000
19.298222,0.000000,1.000000,1.000000
19.348218,0.000000,1.000000,1.000000
19.398213,0.000000,1.000000,1.000000
19.448208,0.000000,1.000000,1.000000
19.498204,0.000000,1.000000,1.000000
19.548199,0.000000,1.000000,1.000000
19.598195,0.000000,1.000000,1.000000
19.648190,0.000000,1.000000,1.000000
19.698185,0.000000,1.000000,1.000000
19.748181,0.000000,1.000000,1.000000
19.798176,0.000000,1.000000,1.000000
19.848172,0.000000,1.000000,1.000000
19.898167,0.000000,1.000000,1.000000
19.948162,0.000000,1.000000,1.000000
19.998158,0.000000,1.000000,1.000000
20.048153,0.000000,0.998796,0.998796
20.098149,0.000000,0.997546,0.997546
20.148144,0.000000,0.996296,0.996296
20.198139,0.000000,0.995047,0.995047
20.248135,0.000000,0.993797,0.993797
20.298130,0.000000,0.992547,0.992547
20.348126,0.000000,0.991297,0.991297
20.398121,0.000000,0.990047,0.990047
20.448116,0.000000,0.988797,0.988797
20.498112,0.000000,0.987547,0.987547
20.548107,0.000000,0.986297,0.986297
20.598103,0.000000,0.985047,0.985047
20.648098,0.000000,0.983798,0.983798
20.698093,0.000000,0.982548,0.982548
20.748089,0.000000,0.981298,0.981298
20.798084,0.000000,0.980048,0.980048
20.848079,0.000000,0.978798,0.978798
20.898075,0.000000,0.977548,0.977548
20.948070,0.000000,0.976298,0.976298
20.998066,0.000000,0.975048,0.975048
21.048061,0.000000,0.973798,0.973798
21.098056,0.000000,0.972549,0.972549
21.148052,0.000000,0.971299,0.971299
21.198047,0.000000,0.970049,0.970049
21.248043,0.000000,0.968799,0.968799
21.298038,0.000000,0.967549,0.967549
21.348033,0.000000,0.966299,0.966299
21.398029,0.000000,0.965049,0.965049
21.448024,0.000000,0.963799,0.963799
21.498020,0.000000,0.962550,0.962550
21.548015,0.000000,0.961300,0.961300
21.598010,0.000000,0.960050,0.960050
21.648006,0.000000,0.958800,0.958800
21.698001,0.000000,0.957550,0.957550
21.747997,0.000000,0.956300,0.956300
21.797992,0.000000,0.955050,0.955050
21.847987,0.000000,0.953800,0.953800
21.897983,0.000000,0.952550,0.952550
21.947978,0.000000,0.951301,0.951301
21.997974,0.000000,0.950051,0.950051
22.047969,0.000000,0.948801,0.948801
22.097964,0.000000,0.947551,0.947551
22.147960,0.000000,0.946301,0.946301
22.197955,0.000000,0.945051,0.945051
22.247951,0.000000,0.943801,0.943801
22.297946,0.000000,0.942551,0.942551
22.347941,0.000000,0.941301,0.941301
22.397937,0.000000,0.940052,0.940052
22.447932,0.000000,0.938802,0.938802
22.497928,0.000000,0.937552,0.937552
22.547923,0.000000,0.936302,0.936302
22.597918,0.000000,0.935052,0.935052
22.647914,0.000000,0.933802,0.933802
22.697909,0.000000,0.932552,0.932552
22.747904,0.000000,0.931302,0.931302
22.797900,0.000000,0.930053,0.930053
22.847895,0.000000,0.928803,0.928803
22.897891,0.000000,0.927553,0.927553
22.947886,0.000000,0.926303,0.926303
22.997881,0.000000,0.925053,0.925053
23.047877,0.000000,0.923803,0.923803
23.097872,0.000000,0.922553,0.922553
23.147868,0.000000,0.921303,0.921303
23.197863,0.000000,0.920053,0.920053
23.247858,0.000000,0.918804,0.918804
23.297854,0.000000,0.917554,0.917554
23.347849,0.000000,0.916304,0.916304
23.397845,0.000000,0.915054,0.915054
23.447840,0.000000,0.913804,0.913804
23.497835,0.000000,0.912554,0.912554
23.547831,0.000000,0.911304,0.911304
23.597826,0.000000,0.910054,0.910054
23.647822,0.000000,0.908804,0.908804
23.697817,0.000000,0.907555,0.907555
23.747812,0.000000,0.906305,0.906305
23.797808,0.000000,0.905055,0.905055
23.847803,0.000000,0.903805,0.903805
23.897799,0.000000,0.902555,0.902555
23.947794,0.000000,0.901305,0.901305
23.997789,0.000000,0.900055,0.900055
24.047785,0.000000,0.900000,0.900000
24.097780,0.000000,0.900000,0.900000
24.147776,0.000000,0.900000,0.900000
24.197771,0.000000,0.900000,0.900000
24.247766,0.000000,0.900000,0.900000
24.297762,0.000000,0.900000,0.900000
24.347757,0.000000,0.900000,0.900000
24.397752,0.000000,0.900000,0.900000
24.447748,0.000000,0.900000,0.900000
24.497743,0.000000,0.900000,0.900000
24.547739,0.000000,0.900000,0.900000
24.597734,0.000000,0.900000,0.900000
24.647729,0.000000,0.900000,0.900000
24.697725,0.000000,0.900000,0.900000
24.747720,0.000000,0.900000,0.900000
24.797716,0.000000,0.900000,0.900000
24.847711,0.000000,0.900000,0.900000
24.897706,0.000000,0.900000,0.900000
24.947702,0.000000,0.900000,0.900000
24.997697,0.000000,0.900000,0.900000
25.047693,0.000000,0.900000,0.900000
25.097688,0.000000,0.900000,0.900000
25.147683,0.000000,0.900000,0.900000
25.197679,0.000000,0.900000,0.900000
25.247674,0.000000,0.900000,0.900000
25.297670,0.000000,0.900000,0.900000
25.347665,0.000000,0.900000,0.900000
25.397660,0.000000,0.900000,0.900000
25.447656,0.000000,0.900000,0.900000
25.497651,0.000000,0.900000,0.900000
25.547647,0.000000,0.900000,0.900000
25.597642,0.000000,0.900000,0.900000
25.647637,0.000000,0.900000,0.900000
25.697633,0.000000,0.900000,0.900000
25.747628,0.000000,0.900000,0.900000
25.797624,0.000000,0.900000,0.900000
25.847619,0.000000,0.900000,0.900000
25.897614,0.000000,0.900000,0.900000
25.947610,0.000000,0.900000,0.900000
25.997605,0.000000,0.900000,0.900000
26.047599,0.000324,0.900000,0.900000
26.097583,0.001361,0.900000,0.900000
26.147548,0.003111,0.900000,0.900000
26.197482,0.005576,0.900000,0.900000
26.247376,0.008753,0.900000,0.900000
26.297219,0.012643,0.900000,0.900000
26.347002,0.017244,0.900000,0.900000
26.396714,0.022556,0.900000,0.900000
26.446345,0.028577,0.900000,0.900000
26.495885,0.035307,0.900000,0.900000
26.545324,0.042744,0.900000,0.900000
26.594651,0.050886,0.900000,0.900000
26.643857,0.059731,0.900000,0.900000
26.692932,0.069279,0.900000,0.900000
26.741866,0.079527,0.900000,0.900000
26.790648,0.090473,0.900000,0.900000
26.839268,0.102114,0.900000,0.900000
26.887718,0.114449,0.900000,0.900000
26.935986,0.127474,0.900000,0.900000
26.984064,0.141188,0.900000,0.900000
27.031940,0.155587,0.900000,0.900000
27.079606,0.170668,0.900000,0.900000
27.127052,0.186429,0.900000,0.900000
27.174268,0.202866,0.900000,0.900000
27.221244,0.219975,0.900000,0.900000
27.267971,0.237754,0.900000,0.900000
27.314439,0.256198,0.900000,0.900000
27.360639,0.275305,0.900000,0.900000
27.406562,0.295069,0.900000,0.900000
27.452197,0.315487,0.900000,0.900000
27.497536,0.336555,0.900000,0.900000
27.542570,0.358268,0.900000,0.900000
27.587289,0.380623,0.900000,0.900000
27.631684,0.403614,0.900000,0.900000
27.675746,0.427236,0.900000,0.900000
27.719466,0.451486,0.900000,0.900000
27.762835,0.476358,0.900000,0.900000
27.805845,0.501846,0.900000,0.900000
27.848486,0.527947,0.900000,0.900000
27.890750,0.554654,0.900000,0.900000
27.932628,0.581961,0.900000,0.900000
27.974112,0.609865,0.900000,0.900000
28.015193,0.638358,0.900000,0.900000
28.055863,0.667434,0.900000,0.900000
28.096113,0.697089,0.900000,0.900000
28.135936,0.727316,0.900000,0.900000
28.175323,0.758108,0.900000,0.900000
28.214266,0.789460,0.900000,0.900000
28.252757,0.821365,0.900000,0.900000
28.290789,0.853816,0.900000,0.900000
28.328353,0.886808,0.900000,0.900000
28.365442,0.920332,0.900000,0.900000
28.402048,0.954383,0.900000,0.900000
28.438164,0.988954,0.900000,0.900000
28.473783,1.024036,0.900000,0.900000
28.508897,1.059624,0.900000,0.900000
28.543500,1.095710,0.900000,0.900000
28.577583,1.132286,0.900000,0.900000
28.611140,1.169346,0.900000,0.900000
28.644164,1.206881,0.900000,0.900000
28.676649,1.244884,0.900000,0.900000
28.708588,1.283347,0.900000,0.900000
28.739974,1.322262,0.900000,0.900000
28.770801,1.361622,0.900000,0.900000
28.801063,1.401418,0.900000,0.900000
28.830753,1.441643,0.900000,0.900000
28.859866,1.482287,0.900000,0.900000
28.888395,1.523343,0.900000,0.900000
28.916335,1.564802,0.900000,0.900000
28.943679,1.606656,0.900000,0.900000
28.970423,1.648896,0.900000,0.900000
28.996561,1.691515,0.900000,0.900000
29.022088,1.734502,0.900000,0.900000
29.046998,1.777849,0.900000,0.900000
29.071286,1.821548,0.900000,0.900000
29.094948,1.865589,0.900000,0.900000
29.117978,1.909964,0.900000,0.900000
29.140371,1.954663,0.900000,0.900000
29.162125,1.999677,0.900000,0.900000
29.183232,2.044998,0.900000,0.900000
29.203691,2.090615,0.900000,0.900000
29.223495,2.136520,0.900000,0.900000
29.242642,2.182704,0.900000,0.900000
29.261128,2.229156,0.900000,0.900000
29.278948,2.275867,0.900000,0.900000
29.296099,2.322828,0.900000,0.900000
29.312577,2.370029,0.900000,0.900000
29.328379,2.417461,0.900000,0.900000
29.343503,2.465114,0.900000,0.900000
29.357944,2.512978,0.900000,0.900000
29.371700,2.561043,0.900000,0.900000
29.384768,2.609300,0.900000,0.900000
29.397145,2.657738,0.900000,0.900000
29.408829,2.706349,0.900000,0.900000
29.419818,2.755121,0.900000,0.900000
29.430109,2.804046,0.900000,0.900000
29.439700,2.853112,0.900000,0.900000
29.448589,2.902310,0.900000,0.900000
29.456775,2.951631,0.900000,0.900000
29.464255,3.001063,0.900000,0.900000
29.471028,3.050597,0.900000,0.900000
29.477093,3.100223,0.900000,0.900000
29.482449,3.149930,0.900000,0.900000
29.487094,3.199709,0.900000,0.900000
29.491028,3.249549,0.900000,0.900000
29.494249,3.299440,0.900000,0.900000
29.496757,3.349372,0.900000,0.900000
29.498552,3.399334,0.900000,0.900000
29.499633,3.449318,0.900000,0.900000
29.500000,3.499311,0.900000,0.900000
29.500000,3.549307,0.900000,0.900000
29.500000,3.599302,0.900000,0.900000
29.500000,3.649298,0.900000,0.900000
29.500000,3.699293,0.900000,0.900000
29.500000,3.749288,0.900000,0.900000
29.500000,3.799284,0.900000,0.900000
29.500000,3.849279,0.900000,0.900000
29.500000,3.899275,0.900000,0.900000
29.500000,3.949270,0.900000,0.900000
29.500000,3.999265,0.900000,0.900000
29.500000,4.049261,0.900000,0.900000
29.500000,4.099256,0.900000,0.900000
29.500000,4.149251,0.900000,0.900000
29.500000,4.199247,0.900000,0.900000
29.500000,4.249242,0.900000,0.900000
29.500000,4.299238,0.900000,0.900000
29.500000,4.349233,0.900000,0.900000
29.500000,4.399228,0.900000,0.900000
29.500000,4.449224,0.900000,0.900000
29.500000,4.499219,0.900000,0.900000
29.500000,4.549215,0.900000,0.900000
29.500000,4.599210,0.900000,0.900000
29.500000,4.649205,0.900000,0.900000
29.500000,4.699201,0.900000,0.900000
29.500000,4.749196,0.900000,0.900000
29.500000,4.799192,0.900000,0.900000
29.500000,4.849187,0.900000,0.900000
29.500000,4.899182,0.900000,0.900000
29.500000,4.949178,0.900000,0.900000
29.500000,4.999173,0.900000,0.900000
29.500000,5.049169,0.900000,0.900000
29.500000,5.099164,0.900000,0.900000
29.500000,5.149159,0.900000,0.900000
29.500000,5.199155,0.900000,0.900000
29.500000,5.249150,0.900000,0.900000
29.500000,5.299146,0.900000,0.900000
29.500000,5.349141,0.900000,0.900000
29.500000,5.399136,0.900000,0.900000
29.500000,5.449132,0.900000,0.900000
29.500000,5.499127,0.900000,0.900000
29.500000,5.549123,0.900000,0.900000
29.500000,5.599118,0.900000,0.900000
29.500000,5.649113,0.900000,0.900000
29.500000,5.699109,0.900000,0.900000
29.500000,5.749104,0.900000,0.900000
29.500000,5.799100,0.900000,0.900000
